NAME,REFERENCE,ASSETTYPE,ASSETLOCATION,CNTR_X,CNTR_Y
Bridge /Footbridge,0261/13,Complex Culvert,Blackshaw Head,394426.237,427603.753
Sigget Lane Culvert,0268/4,Complex Culvert,Todmorden,392736.358,424720.706
Cragg Road Culvert 1,0045/1,Complex Culvert,Cragg Vale,400823.527,424590.654
Bridge /Footbridge,98830,Complex Culvert,Wainstalls,404637.895,428852.242
Warland Crossing / Ford,98831,Complex Culvert,Warland,395076.235,419971.466
Wood Lane Culvert,0252/9,Complex Culvert,Booth,403047.038,428086.857
Keighley Road Culvert,0187/1,Complex Culvert,Ogden,407014.603,430406.325
Leadbitter dame culvert,98838,Complex Culvert,Wainstalls,404064.748,429370.4
Bridge /Footbridge,0196/9,Complex Culvert,Wainstalls,403130.44,429555.833
Crimsworth Dene Culvert 6,0199/3,Complex Culvert,Pecket Well,398930.093,431355.682
Warland stone culvert,0139/8,Complex Culvert,Warland,394832.724,420189.246
Rud Lane Footbridge,98843,Complex Culvert,Cragg Vale,399589.276,422780.804
Cow Lane Culvert 4,0203/1,Complex Culvert,Shackleton,398342.472,429525.709
Culvert under dry stone wall,0203/9,Complex Culvert,Shackleton,398315.289,430459.43
Beck Foot Culvert,98862,Complex Culvert,Cragg Vale,400867.678,424589.993
Heights Road Culvert 5,0288/18,Complex Culvert,Mytholmroyd,401891.026,427193.187
Hardcastle Crags culvert under path 2,0293/3,Complex Culvert,Shackleton,398564.067,429180.96
Edge Lane Culvert 1,0320/1,Complex Culvert,Colden,395380.675,429464.262
Stone footbridge,0322/2,Complex Culvert,Pecket Well,399410.748,429259.638
Culvert under footpath,98877,Complex Culvert,Pecket Well,398921.519,431831.437
Bridge /Vehicular,0358/30,Complex Culvert,Halifax,406474.74,428736.896
Sluice or Goit /Head Race - Take off,0358/41,Complex Culvert,Halifax,406439.905,428849.886
Drain /Pipe,98886,Simple Culvert,Mytholmroyd,401800.557,427308.974
Heights Road Culvert 6,0387/26,Complex Culvert,Mytholmroyd,401129.215,427199.301
Redacre Wood Ford,0387/9,Complex Culvert,Mytholmroyd,400901.891,426588.444
Pipe in Stream/Transverse,0412/1,Complex Culvert,Hebden Bridge,402126.729,428967.311
Bridge /Footbridge,0054/11,Complex Culvert,Pecket Well,399291.276,429596.761
Branch Road Culvert,0033/15,Complex Culvert,Barkisland,406523.581,419705.214
Gate Head Lane asset,98779,Complex Culvert,Elland,407471.058,420496.858
Ullswater Drive Asset,0070/4,Bridge Abutment,Low Bentley,413605.287,428586.685
Marsh Lane Culvert 2,0072/11,Complex Culvert,Blackshaw Head,396534.854,427026.542
Marsh Lane Culvert,0072/8,Complex Culvert,Blackshaw Head,396540.476,426961.45
Bottomley Culvert 2,0095/5,Complex Culvert,Todmorden,394435.702,421146.54
Ellistone Lane Culvert,0061/9,Complex Culvert,Elland,408282.895,420622.805
Culvert under road,98789,Complex Culvert,Pecket Well,398619.08,430469.003
Stone culvert,0349/12,Complex Culvert,Pecket Well,398907.102,431883.4
Culvert under bridleway,0017/5,Complex Culvert,Pecket Well,399043.391,431988.621
Pennine Way Stepping Stones,0044/12,Spillway,Hebden Bridge,397996.851,426398.478
Cragg Road Culvert 4,0792/1,Complex Culvert,Cragg Vale,400815.947,424521.561
Haworth Old Road Culvert 3,0047/11,Complex Culvert,Pecket Well,400026.122,431205.779
Haworth Old Road Culvert 3,0047/14,Complex Culvert,Pecket Well,399623.562,431471.717
Ellistones Lane Bridge,0061/13,Complex Culvert,Elland,408174.23,420628.626
Branch Road Asset,98804,Complex Culvert,Stainland,407193.665,420307.405
Lee Dam Culvert,0063/18,Complex Culvert,Lumbutts,395669.461,422806.185
Green Lane Stepping Stones,0070/1,Spillway,Low Bentley,413548.701,427900.044
Manorley Lane Culvert,0070/9,Complex Culvert,Low Bentley,413210.655,428817.313
Widdop Road Culvert,0092/4,Complex Culvert,Slack,396869.063,429954.854
Blackstone Edge Culvert 11,0124/2,Complex Culvert,Cragg Vale,400183.781,422818.498
Warland Vehicular bridge 2,0139/5,Complex Culvert,Warland,394881.443,420161.932
Warland vehicular bridge,0201/1,Complex Culvert,Warland,394874.733,420187.084
Pennine Way Culvert,0141/6,Complex Culvert,Hebden Bridge,397568.913,426531.422
Castle road culvert,0692/13,Complex Culvert,Wainstalls,403923.041,428755.929
Moor Non-Vehicular bridge 2,0161/45,Complex Culvert,Pecket Well,401478.046,430267.469
Lumb Lane Culvert 3,0164/81,Complex Culvert,Wainstalls,404698.758,428846.96
Pipe in Stream/Transverse,98827,Complex Culvert,Booth,403908.486,427999.021
Bridge /Footbridge,0164/6,Complex Culvert,Booth,403899.587,427912.676
Bridge /Pipe Self Supporting,0164/114,Complex Culvert,Wainstalls,404463.704,428698.434
East Lee Lane Culvert,0422/12,Complex Culvert,Todmorden,396062.94,424999.101
Jerusalem Road Culvert,0434/2,Complex Culvert,Booth,403634.17,427792.308
Midgehole Road Culvert 2,0449/1,Complex Culvert,Midgehole,399123.645,429010.811
Culvert under farm track,0814/5,Complex Culvert,Pecket Well,399796.784,432913.085
Culvert under footpath,0450/21,Complex Culvert,Pecket Well,399881.831,432907.627
Culvert under farm track,0450/4,Complex Culvert,Pecket Well,399814.953,432736.625
Culvert under farm track,0450/9,Complex Culvert,Pecket Well,399804.218,432782.465
Mankinholes Upper Reservoir Culvert 1,0459/1,Complex Culvert,Lumbutts,395815.385,423186.893
Stone culvert under footpath,0492/18,Complex Culvert,Colden,395226.503,429432.044
Saltonstall Lane Culvert 2,0498/14,Complex Culvert,Wainstalls,404025.534,428245.115
Hardcastle Crags Footbridge,98916,Complex Culvert,Slack,397404.705,429566.881
Higher Mansfield House Culvert,98917,Complex Culvert,Shackleton,397704.924,429932.537
Crimsworth Dene Culvert 2,0526/1,Complex Culvert,Pecket Well,398713.704,430188.032
Savile Road Screen,0538/13,Screen,Hebden Bridge,398149.183,427352.243
Lumb Lane Culvert 2,0539/16,Complex Culvert,Wainstalls,404580.951,429725.993
White Field Lane Culvert,0621/8,Complex Culvert,Mytholmroyd,400228.715,425737.69
Bridge /Footbridge,98946,Complex Culvert,Hebden Bridge,396964.476,425803.472
Bridge /Footbridge,0625/5,Complex Culvert,Hebden Bridge,396926.717,425964.936
Bridge /Pipe Supported,0630/29,Complex Culvert,Pecket Well,399910.309,429772.59
Baulk Head Lane Culvert 1,0675/2,Complex Culvert,Todmorden,395528.371,425047.557
Bridge /Vehicular,0684/1,Complex Culvert,Shackleton,397321.991,431006.323
Gaddings Dam Footbridge 2,0700/11,Complex Culvert,Lumbutts,394748.063,422485.741
Bridge /Footbridge,0706/7,Complex Culvert,Shackleton,398366.142,429351.585
Timber palette Footbridge,0725/12,Complex Culvert,Hebden Bridge,401703.931,429468.015
Shawcroft Hill Culvert,0729/9,Complex Culvert,Pecket Well,400123.105,429395.54
Stoneylane culvert 2,0759/8,Complex Culvert,Todmorden,392627.41,425790.445
Staups Lane culvert,0763/35,Complex Culvert,Blackshaw Head,395898.593,426697.858
Staups Lane culvert 2,0763/1,Complex Culvert,Upper Eastwood,396065.108,426498.442
Great Rock CO-OP culvert,0763/4,Complex Culvert,Blackshaw Head,396054.296,426582.453
Cross Ends Lane Culvert 4,0766/17,Complex Culvert,Pecket Well,399727.235,431652.174
Bridge /Footbridge,0766/21,Complex Culvert,Pecket Well,399843.933,431623.349
Cragg Road Culvert 6,0794/6,Complex Culvert,Cragg Vale,400817.283,424396.728
Screen/Grille /US - With Overtop Facility,0804/9,Complex Culvert,Wainstalls,403453.225,428416.016
Wadsworth Lane Culvert,0807/10,Complex Culvert,Hebden Bridge,399846.079,427248.594
Church Bank Lane Culvert,0822/11,Complex Culvert,Cragg Vale,399793.61,422833.525
Church Bank Culvert 2,0822/5,Complex Culvert,Cragg Vale,399862.533,422822.174
Blackstone Edge Asset,99006,Complex Culvert,Cragg Vale,400212.641,422196.362
Upper Birks culvert 6,0824/9,Complex Culvert,Cragg Vale,400964.263,423948.046
Clough Lane road culvert,0552/17,Complex Culvert,Midgley,402776.088,427938.385
Oaks Farm Lane Culvert,0588/7,Complex Culvert,Hebden Bridge,397216.747,425961.858
Heights Road Culvert 7,98941,Simple Culvert,Mytholmroyd,401673.163,427006.305
Cragg Road Culvert 3,98942,Complex Culvert,Mytholmroyd,400861.456,424718.497
Red Beck French Drain Outfall,0653/24,Simple Culvert,Brighouse,412404.628,424514.348
Red Beck Bridge 2,99071,Complex Culvert,Brighouse,412233.759,424644.859
Red Beck Stop Log,0653/41,In Channel Stop Logs,Brighouse,412014.258,424959.946
Shibden Hall Road Pipe,0653/59,Complex Culvert,Brighouse,411340.602,425638.206
Baulk Head Lane Culvert 3,0675/15,Complex Culvert,Todmorden,395514.444,424911.054
Culvert /Formed by spanning structure,99085,Complex Culvert,Shackleton,398311.274,429133.322
Stone slab footbridge,99090,Complex Culvert,Hebden Bridge,401700.558,429498.387
Dark Lane Culvert 2,0516/5,Complex Culvert,Hebden Bridge,397452.05,427392.643
Culvert under wall,99097,Complex Culvert,Slack,397450.125,429444.473
Stone culvert under footpath,0573/9,Complex Culvert,Triangle,404093.021,422312.084
Odgen Lane Culvert Inlet,0590/5,Complex Culvert,Ogden,406632.665,430636.763
White Field Lane Culvert 2,0621/6,Complex Culvert,Mytholmroyd,400279.716,425786.312
Cragg Road Culvert,0626/2,Complex Culvert,Mytholmroyd,400328.957,424936.955
Lower mill lane culvert 2,0630/7,Complex Culvert,Midgehole,399140.96,428882.308
Bings Road Culvert /Inlet,0387/12,Complex Culvert,Mytholmroyd,400821.827,426451.694
Cragg Road Culvert Inlet,0405/1,Complex Culvert,Mytholmroyd,400640.192,425336.737
Bridge /Non-Vehicular,0421/19,Complex Culvert,Hebden Bridge,400260.605,427913.258
Screen/Grille /US - Enclosing,0848/5,Complex Culvert,Halifax,406363.091,423928.765
Cragg Lane Bridge,0857/7,Bridge Abutment,Cragg Vale,400476.935,424402.808
Withen Clough Bridge 2,0881/30,Complex Culvert,Cragg Vale,398510.909,422971.492
Wood Lane Culvert 2,0891/10,Complex Culvert,Booth,402803.785,428286.648
Cragg Road Screen 2,0893/3,Screen,Cragg Vale,400795.934,424120.469
Culvert off Eastwood Road 2,0763/20,Complex Culvert,Blackshaw Head,395214.683,427018.624
Bridge /Footbridge,0763/27,Complex Culvert,Blackshaw Head,395763.459,426866.541
Staups Lane culvert 3,0763/28,Complex Culvert,Blackshaw Head,395849.588,426777.231
Culvert inlet in field,0763/34,Complex Culvert,Blackshaw Head,395922.563,426653.332
Stone footbridge on field,0763/32,Complex Culvert,Blackshaw Head,395881.873,426736.48
Stone culvert,0763/61,Complex Culvert,Blackshaw Head,394572.018,427062.296
Eastwood Road Culvert,0763/66,Complex Culvert,Blackshaw Head,393725.11,426831.091
Culvert in moorland,0763/75,Complex Culvert,Blackshaw Head,394610.595,427054.906
DIY stop logs,0785/27,In Channel Stop Logs,Mytholmroyd,400349.57,426244.148
Cragg Road Culvert 5,0792/2,Complex Culvert,Cragg Vale,400819.976,424495.416
Rud Lane Culvert 5,0797/7,Complex Culvert,Cragg Vale,399319.149,423314.745
Swine market lane culvert,0797/3,Complex Culvert,Cragg Vale,399328.95,423503.32
Swineshead Road Culvert,0799/1,Complex Culvert,Todmorden,393315.544,423305.479
Luddenden Brook Asset,99044,Complex Culvert,Booth,403132.561,428305.317
Pipe in Stream/Diagonal,0804/15,Complex Culvert,Wainstalls,403511.424,428453.33
Upper Saltonstall Culvert 2,0804/23,Complex Culvert,Wainstalls,403511.424,428453.33
Apple Tree Farm Culvert,0817/8,Complex Culvert,Blackshaw Head,396044.867,427273.051
Withens Clough Culvert,0822/22,Complex Culvert,Cragg Vale,398484.762,422960.598
Rud Lane Clvert 7,0822/29,Complex Culvert,Cragg Vale,399436.597,422946.255
Rud Lane Culvert 9,0822/8,Complex Culvert,Cragg Vale,398948.881,423025.443
Royd View Culvert,0836/1,Complex Culvert,Mytholmroyd,401227.1,426318.93
Bridge /Footbridge,0836/16,Complex Culvert,Mytholmroyd,401274.565,426733.493
Bridge /Footbridge,0849/13,Complex Culvert,Wainstalls,404202.636,428952.42
Bridge /Footbridge,0849/8,Complex Culvert,Wainstalls,404130.951,429278.559
Stone culvert,0856/5,Complex Culvert,Colden,395530.264,429531.647
Blackstone Edge Culvert 10,0874/7,Complex Culvert,Cragg Vale,400482.815,422343.787
Haven Lane Culvert,0890/13,Complex Culvert,Mytholmroyd,399632.53,425693.76
Upper Birks Footbridge,99065,Spillway,Cragg Vale,400975.653,424126.73
Hardcastle Crags Masonry culvert,0440/9,Complex Culvert,Shackleton,397500.089,430924.668
Edge Lane Culvert 3,0492/10,Complex Culvert,Colden,395282.728,429548.805
Edge Lane Culvert 2,0492/11,Complex Culvert,Colden,395277.647,429544.138
Haworth Old Road Culvert 3,0506/2,Complex Culvert,Pecket Well,399490.476,431196.472
Culvert under track in field,0261/20,Complex Culvert,Blackshaw Head,394213.38,427791.72
Ford across watercourse,99152,Weir,Blackshaw Head,394232.997,427709.584
Stone footbridge,0349/8,Complex Culvert,Pecket Well,398728.676,431912.043
Bridge /Footbridge,0358/47,Complex Culvert,Halifax,406460.407,428999.11
Lee Bridge Culvert,99166,Complex Culvert,Halifax,408586.003,425852.035
Warland culvert under track,0201/1,Complex Culvert,Warland,394895.489,420200.412
Upper Saltonstall Culvert 3,99174,Complex Culvert,Wainstalls,403660.121,428537.33
Crimsworth Dene Culvert 7,0199/7,Complex Culvert,Pecket Well,398720.947,431415.931
Drain /Pipe in field,0203/19,Complex Culvert,Shackleton,398446.837,430081.862
Winters Lane footbridge,0222/10,Complex Culvert,Hebden Bridge,397093.272,426921.45
Culvert under farm track,0003/5,Complex Culvert,Shackleton,398508.929,430434.103
National Trust Footbridge / culvert,99205,Complex Culvert,Pecket Well,398784.548,430350.679
Crimsworth Dene Culvert 8,0005/3,Complex Culvert,Pecket Well,398639.685,430589.162
Old Lane Culvert 5,0011/25,Complex Culvert,Pecket Well,400100.954,429470.749
Keighley Road Culvert 1,0011/3,Complex Culvert,Pecket Well,399505.647,428947.109
Stone wall culvert,99209,Complex Culvert,Pecket Well,399159.067,431860.979
Stone wall culvert,0349/14,Complex Culvert,Pecket Well,398922.254,431871.603
Bridge /Other,0018/4,Complex Culvert,Pecket Well,399068.262,432118.235
Howroyd Lane Asset,99213,Simple Culvert,Barkisland,406300.817,419702.914
Howroyd Lane Asset 2,0033/13,Complex Culvert,Barkisland,406108.369,419706.672
Stainland Bridge 2,0033/3,Complex Culvert,Barkisland,405922.819,419741.82
Stainland Road Bridge,0033/21,Bridge Abutment,Barkisland,405765.092,419827.521
Bridge /Footbridge,0036/2,Complex Culvert,Halifax,407652.499,428314.624
Homefield Culvert 1,0036/8,Complex Culvert,Halifax,407694.865,428294.888
Bridge /Footbridge,0038/1,Complex Culvert,Todmorden,395373.835,424732.29
Crimsworth Lane culvert,0054/6,Complex Culvert,Pecket Well,399377.399,429771.864
Ford on public path,0059/63,Complex Culvert,Upper Eastwood,395113.928,426043.326
Gate Head Lane Bridge/penstock,99225,Control Gates,Elland,407893.709,420586.878
Bridge /Non-Vehicular,0063/15,Complex Culvert,Lumbutts,395669.473,422954.718
Nutclough wood dropshaft,99232,Complex Culvert,Hebden Bridge,399925.583,427732.575
Old Laithe Lane Culvert,99233,Complex Culvert,Hebden Bridge,400426.892,428470.007
Culvert beneath stone wall,0763/18,Complex Culvert,Blackshaw Head,395125.769,427018.83
Culvert under farm track,0766/18,Complex Culvert,Pecket Well,399602.163,431622.256
Bottomley Stone Culvert,99241,Complex Culvert,Todmorden,394543.68,420980.409
Rud Lane Culvert 2,0771/1,Complex Culvert,Cragg Vale,398686.285,423296.749
Ford,0785/5,Complex Culvert,Mytholmroyd,400238.871,426203.979
Wood Hey Lane Culvert,0890/17,Complex Culvert,Mytholmroyd,399880.832,426026.301
Valve /Penstock,0164/9,Complex Culvert,Booth,404043.528,428019.27
Bridge /Non-Vehicular,0164/15,Complex Culvert,Wainstalls,404802.666,429379.867
Bridge /Pipe Supported,0164/56,Complex Culvert,Booth,404020.497,428037.943
Bridge /Footbridge,0164/63,Complex Culvert,Wainstalls,404476.416,428712.686
Laithe Culvert 2,0168/2,Complex Culvert,Hebden Bridge,400546.849,428299.008
Sluice or Goit /Head Race - Take off,0192/34,Complex Culvert,Colden,395130.989,429323.002
Pond 1 close to Moorcock Rd,0783/013,Attenuation Pond,Blackshaw Head,394283.37200652,428513.80701783
Pond 2 close to Moorcock Rd,0784/005,Attenuation Pond,Blackshaw Head,394312.46830905,428487.1481909
"Pond on Bacup Road, A681",0534/47,Attenuation Pond,Clough Foot,389392.21341358,424019.77039517
Warland Reservoir,0847/002,Attenuation Pond,Warland,395892.42829167,420907.51813643
Light Hazzles Reservoir,0847/006,Attenuation Pond,Warland,396260.30437968,420138.55247409
White Holme Reservoir,0864/001,Attenuation Pond,Warland,397017.3056049,419868.49899497
Pond near White Holme Reservoir,0864/006,Attenuation Pond,Warland,397496.7575407,420058.23842995
Pond near White Holme Reservoir,0864/003,Attenuation Pond,Warland,397525.91542568,420000.38193564
Pond near White Holme Reservoir,0864/002,Attenuation Pond,Warland,397559.82425896,420048.2287436
Withens Clough Reservoir,0881/006,Attenuation Pond,Cragg Vale,398125.96545689,422923.08539782
Warley Moor Reservoir,0183/001,Attenuation Pond,Wainstalls,403055.46779519,431762.2998751
Pond 1 East of Warley Moor Reservoir,148233,Attenuation Pond,Ogden,403794.41538055,431700.18835131
Pond East of Warley Moor Reservoir,0190/005,Attenuation Pond,Ogden,403846.9201132,431719.27182905
Leadbeater Dam,0849/31,Attenuation Pond,Wainstalls,404288.15356788,429512.85258908
Ogden Reservoir,0592/001,Attenuation Pond,Ogden,406290.59515616,430885.85982094
"Brook House Pond by Hebble Brook, Causeway Foot",0120/4,Attenuation Pond,Brookhouse,406246.17502092,429788.55597774
"Brook House Pond by Hebble Brook, Causeway Foot",0120/003,Attenuation Pond,Brookhouse,406227.89638701,429847.81023661
"Pond by Hebble Brook, Causeway Foot",,Attenuation Pond,Brookhouse,406212.501,429860.358
"Pond by Hebble Brook, Mixenden",,Attenuation Pond,Upper Brockholes,406363.451,429371.245
"Pond by Hebble Brook, Mixenden",,Attenuation Pond,Halifax,406472.405,428121.843
Ramsden Wood Reservoir,0651/006,Attenuation Pond,Mount Tabor,405820.02363191,427076.80194301
Albert Reservoir,0358/019,Attenuation Pond,Halifax,407304.65939126,425704.29847289
Pond in Shroggs Park,,Attenuation Pond,Halifax,408180.64,426153.051
"Pond in People's Park, Calderdale",,Attenuation Pond,Halifax,408584.583,424837.55
"Pond in People's Park, Calderdale",,Attenuation Pond,Halifax,408594.527,424886.412
"Pond in People's Park, Calderdale",,Attenuation Pond,Halifax,408565.412,424930.53
Pond in Sowerby Bridge,0672/005,Attenuation Pond,Halifax,405307.0241437,424098.30880873
"Pond, Broad Lane, Luddenden Foot",0757/003,Attenuation Pond,Luddenden Foot,403398.56107912,424238.64242616
Baitings Reservoir,0024/006,Attenuation Pond,Ripponden,400702.1472139,418807.3113463
Baitings Reservoir,0024/007,Attenuation Pond,Ripponden,400701.63147505,418807.22422561
Ryburn Reservoir,0668/042,Attenuation Pond,Ripponden,402077.84685027,418705.24395903
Green Withens Reservoir,0331/002,Attenuation Pond,Ripponden,398858.47965546,416303.33379964
Booth Wood Reservoir,0091/025,Attenuation Pond,Booth Wood,402601.57315832,416235.45731514
Ringstone Edge Reservoir,0161/002,Attenuation Pond,Slack,404955.19415995,418124.61712754
"Lake, south of Southowram",LK1,Attenuation Pond,Halifax,411409.04281972,423083.08015063
"Lake, south of Southowram",LK2,Attenuation Pond,Halifax,411432.10881544,423093.36125614
Pond close to Dam Head Livery Stables and Shibden Brook,,Attenuation Pond,Stump Cross,410093.397,427526.363
"Pond, south of Shelf Hall Park",0787/006,Attenuation Pond,Stone Chair,412348.44964044,427800.35562831
Church Bank Culvert 3,0822/3,Complex Culvert,Cragg Vale,399959.91,422786.571
Upper Birks Culvert 3,0824/10,Complex Culvert,Cragg Vale,400964.263,423948.046
Non-vehicular stone bridge,0856/8,Complex Culvert,Colden,395589.639,429506.112
Cragg Road Footbridge,0857/1,Bridge Abutment,Cragg Vale,400697.693,424429.088
Blackstone Edge Culvert 7,99261,Complex Culvert,Cragg Vale,400286.79,422204.707
Holly Bank Culvert Inlet,99263,Complex Culvert,Elland,410252.186,420327.91
Goit Side Culvert 2,0879/7,Complex Culvert,Booth,404263.214,427399.625
Snail Lane Culvert,0890/2,Complex Culvert,Mytholmroyd,399553.605,425597.304
Plains Lane Stepping Stones,0892/5,Simple Culvert,Halifax,410661.303,422500.018
Henshaw woods culvert,99268,Attenuation Pond,Todmorden,393407.046,422623.232
Stubbing Lane Culvert,99271,Complex Culvert,Triangle,404220.227,421503.466
Trash screen,0421/28,Screen,Hebden Bridge,400367.506,427888.45
Lee Bridge Industrial Estate Culvert,,Complex Culvert,Halifax,408586.003,425852.035
Dam,,Complex Culvert,Cotton Stones,402955.339,421490.968
Stoney lane 1 trashscreen,0759/9,Screen,Todmorden,392629.849,425789.551
Stoney lane 2 trashscreen,0759/12,Screen,Todmorden,392647.559,425765.267
Plains Lane Trash screen,0892/9,Screen,Elland,410726.77,422132.128
Lane Ends Lane Culvert,0421/27,Complex Culvert,Hebden Bridge,400363.153,427902.802
Old Lane Trash screen,0630/27,Screen,Pecket Well,399799.024,429619.952
Lee Side Farm Culvert,0473/6,Complex Culvert,Mankinholes,396627.359,424364.675
Footbridge,0164/117,Complex Culvert,Wainstalls,404471.609,428706.118
Hardcastle Craggs culvert 1,0706/20,Complex Culvert,Shackleton,398314.78,429164.472
Oldham Road Screen,,Screen,Rishworth,403443.591,418005.156
Dark Lane Tradh Screen,0516/1,Screen,Hebden Bridge,397592.888,427311.455
Cow Lane Screen,0203/12,Screen,Shackleton,398325.984,429684.366
Culvert under bridleway,0018/2,Complex Culvert,Pecket Well,399115.234,432091.411
Walshaw Dean Upper Reservoir,0507/34,Attenuation Pond,Lumbutts,395661.00916019,423377.15379866
Walshaw Dean Upper Reservoir,0336/001,Attenuation Pond,Pecket Well,396732.49676724,434475.70398464
Walshaw Dean Middle Reservoir,0532/003,Attenuation Pond,Shackleton,396708.01770021,433717.6204327
Walshaw Dean Lower Reservoir,0497/001,Attenuation Pond,Colden,396046.7450771,433172.9673628
Widdop Reservoir,0872/003,Attenuation Pond,Colden,393125.34329364,432878.6066072
Gorple Upper Reservoir,0311/002,Attenuation Pond,Hawks Stones,392194.42735101,431370.43356165
Gorple Lower Reservoir,0309/004,Attenuation Pond,Colden,394153.87600911,431418.63499456
Pond above Gorple Lower Reservoir,0309/003,Attenuation Pond,Colden,394183.83230964,431670.19674179
Pond above Gorple Lower Reservoir,0309/004,Attenuation Pond,Colden,394203.19027354,431679.33233337
Pond near Salt Pie Farm,0674/16,Attenuation Pond,Colden,395242.35740414,429138.29565753
"Pond, between Queensbury and Northowram",0385/003,Attenuation Pond,Shelf,411280.4473594,428756.31039432
"Pond, between Queensbury and Northowram",0385/002,Attenuation Pond,Shelf,411289.53936125,428727.29871859
Pond in Crow Nest Park Golf Club,0414/19,Attenuation Pond,Brighouse,413722.87330026,424736.05797083
"Pond, near Blake Law Ln",0584/003,Attenuation Pond,Brighouse,417253.0500753,422652.81881993
Reedsmire Pond,0137/001,Attenuation Pond,Huddersfield,417692.08897743,420882.43059631
"Pond, Lynton Grove, Bradshaw",0779/010,Attenuation Pond,Halifax,408288.71765681,430318.12808867
"Pond, between Causeway Foot and Bradshaw",,Attenuation Pond,Halifax,407521.489,430259.115
"Pond, between Causeway Foot and Bradshaw",,Attenuation Pond,Halifax,407509.874,430225.941
"Pond, near Cragg Vale",0824/007,Attenuation Pond,Cragg Vale,401789.63034433,423579.26204466
"Pond, near Cragg Vale",0824/007A,Attenuation Pond,Cragg Vale,401814.903153,423574.78799056
"Pond, Mytholmroyd",0836/001,Attenuation Pond,Mytholmroyd,401044.71701958,426345.3406763
"Pond, Dog Lane, Stainland",0249/2,Attenuation Pond,Stainland,407002.42735195,418899.70294915
"Pond, Copley",148313,Attenuation Pond,Halifax,407807.73589974,422861.19489209
"Pond, Calderdale",0358/006,Attenuation Pond,Halifax,409797.05890071,424337.06465133
Old town reservoir,,Attenuation Pond,Hebden Bridge,400278.193,428641.784
Pond off bridleway,,Attenuation Pond,Hebden Bridge,396761.633,426952.05
Staups lane reservoir,,Attenuation Pond,Upper Eastwood,396021.917,426365.414
Cragg Road Screen,0794/5,Screen,Cragg Vale,400818.074,424401.179
Eastwood road pond 1,,Attenuation Pond,Todmorden,393838.516,426592.95
Eastwood Road pond 2,0763/014,Attenuation Pond,Blackshaw Head,393956.23047475,426648.43958053
Long Causeway pond,0261/12,Attenuation Pond,Blackshaw Head,394434.20713316,427610.79478351
School Land Lane pond,0674/16,Attenuation Pond,Colden,395250.11435909,429143.48328624
Yorkshire water waste water treatment works,,Attenuation Pond,Mytholmroyd,400897.9,426381.947
Dean house lane pond,,Attenuation Pond,Luddenden,403918.586,426598.043
Carr Lane millpond,0785/26,Attenuation Pond,Mytholmroyd,400373.63732958,426260.28372362
Robinhood Activity Centre pond 1,0153/003,Attenuation Pond,Todmorden,392868.81106475,423726.18640067
Robinhood Activity Centre pond 2,0246/004,Attenuation Pond,Todmorden,393081.77835761,423809.74474125
Lee lane 2,,Attenuation Pond,Lumbutts,395718.356,423334.069
Lumbutts Road,0507/34,Attenuation Pond,Lumbutts,395661.00916019,423377.15379866
White holme reservoir,,Attenuation Pond,Warland,397795.444,418739.734
Field House pond,0382/003,Attenuation Pond,Sowerby Bridge,404199.39499443,422728.7707825
Willow Hall dam,148532,Attenuation Pond,Halifax,406355.95294679,424338.21434213
Willow dam 1,0848/14,Attenuation Pond,Halifax,406355.95294679,424338.21434213
Willow Hall dam 2,0848/19,Attenuation Pond,Halifax,406355.74069589,424337.61889442
Sowerby pond,0848/7,Attenuation Pond,Halifax,406357.7397011,423970.57111548
Hollins Lane pond,0672/005,Attenuation Pond,Halifax,405307.11714955,424098.15208264
Old Mill pond,0507/23,Attenuation Pond,Lumbutts,395217.11679881,423698.18028637
Ramsden Lane pond,0650/36,Attenuation Pond,Todmorden,392736.60759598,421344.2354258
Stone House pond 1,0767/11,Attenuation Pond,Todmorden,394540.33251304,421078.79610597
Stone House pond 2,0095/6,Attenuation Pond,Todmorden,394468.32534872,421116.43557488
Stone House pond 3,0095/4,Attenuation Pond,Todmorden,394430.335,421115.13366667
Withends Clough Reservoir pond 1,0881/006,Attenuation Pond,Cragg Vale,398126.01960789,422923.1682747
Withends Clough Reservoir pond 2,,Attenuation Pond,Cragg Vale,397839.879,422638.1
Withends Clough Reservoir pond 3,,Attenuation Pond,Mankinholes,397751.499,422684.647
Winding Rise Culvert Trash Screen,,Screen,Brighouse,415045.604,425306.279
Withends Clough Reservoir pond 4,0881/94,Attenuation Pond,Mankinholes,397623.62431941,422752.78710464
Withends Clough reservoir pond 5,,Attenuation Pond,Cragg Vale,398031.916,423181.942
Gragg Hall pond,,Attenuation Pond,Cragg Vale,399914.313,423298.005
Moorhill farm 1 and 2,,Attenuation Pond,Blackshaw Head,394441.037,428226.349
Gorple pond 1,,Attenuation Pond,Colden,394414.733,431678.529
Fixby Avenue pond,0851/9,Attenuation Pond,Halifax,407480.50760057,423968.13054358
Copley valley road,,Attenuation Pond,Halifax,407377.138,423466.608
Private Road next to railtrack pond,,Attenuation Pond,Halifax,407655.08,423068.972
The Lodge pond,,Attenuation Pond,Halifax,408926.689,422723.062
Gorple Reservoir pond 2,,Attenuation Pond,Colden,394095.177,431605.283
Shelf dam,,Attenuation Pond,Stone Chair,411759.02,428150.582
Upper Shelf dam pond,0787/014,Attenuation Pond,Stone Chair,411711.9327434,428220.67525679
